era,spearman,numerai_corr,n
0760,-0.038271784925269614,-0.03588273434268127,2560
0761,0.009396897075390546,0.011426495572989564,2560
0762,-0.006249405944874849,0.007014023549692707,2560
0763,-0.0007642838742832651,-0.009612605868915032,2560
0764,-0.015301178724499745,-0.0012321543726033445,2560
0765,0.004466760883834857,0.016985353196049022,2560
0766,0.010339741450372154,0.007646878859575584,2560
0767,-0.0326598214605319,-0.031295118127015825,2560
0768,-0.02974150204839455,-0.013089371288746975,2560
0769,0.02137956739880353,0.02205899030648114,2560
0770,0.005683981805695113,0.01430507059938616,2560
0771,0.03973551347767906,0.04413623739844427,2560
0772,0.03663845782088723,0.0201341368740823,2560
0773,-0.032342750635195636,-0.039465346709955475,2560
0774,0.01902104251888651,0.027820082673903238,2560
0775,0.01125771646629311,0.01196324123597911,2560
0776,-0.0035232143934639066,0.01638916725679751,2560
0777,0.001418094286424856,-0.005279021839171357,2560
0778,-0.0016664112313308315,-0.007054800132877743,2560
0779,-0.0048888277203691915,-0.005710538001054963,2560
0780,-0.003982926973981629,0.006078618960285305,2560
0781,-0.019328862917078363,-0.01240052227985753,2560
0782,0.038916387571728564,0.027096118658538858,2560
0783,0.004133118781376974,0.014211871741841435,2560
0784,0.033145169352727384,0.03137086406441013,2560
0785,-0.03224812577532672,-0.014551144850699414,2560
0786,-0.01174162149657222,-0.004829803622421082,2560
0787,-0.008023170948476042,-0.01690164681432833,2560
0788,-0.011687579119275326,-0.0033809177550697916,2560
0789,-0.024629061304344897,-0.005559179426465693,2560
0790,-0.025045685059369955,-0.009401876870406615,2560
0791,-0.007046444613220884,-0.03148847455794485,2560
0792,0.005198937731492539,-0.013361150626414216,2560
0793,0.015630747460433157,0.019135497867513163,2560
0794,0.029534772030236654,0.029700435003503618,2560
0795,-0.020525497148565077,-0.015217072151354412,2560
0796,-0.023450649338974738,-0.016470047998153742,2560
0797,0.0013141986140997911,0.010327874932118081,2560
0798,0.002722423371284877,0.009010711132264126,2560
0799,-0.029301770375208414,-0.013426193188745621,2560
0800,-0.04216265180656785,-0.048909466487954405,2560
0801,0.0006156507548235053,0.005617518974024015,2560
0802,-0.05103605939963854,-0.033031732056659796,2560
0803,0.016660769416142147,0.020160871448721827,2560
0804,-0.016830589237841084,0.003047335342556193,2560
0805,0.012654111234141759,0.02153558598407669,2560
0806,-0.0067948791633229005,-0.018417743701278643,2560
0807,0.012591560076419206,0.021919017911345498,2560
0808,0.020939544612538517,0.007444987188274277,2560
0809,-0.013214347676573134,-0.010481610345354605,2560
0810,-0.01229699476428799,-0.020371893571701587,2560
0811,-0.013833999929634364,-0.00439781268706126,2560
