era,zero_pred,filter_off_s0,filter_on_s0,c4_random_s0,gaf_s0
0489,0.027558688282017515,0.03264428232510925,-0.04038130423210188,0.008147866744738571,0.010691196507130693
0490,0.022355278059657792,0.030269805074886677,4.8965113038075526e-05,0.010262007572397851,0.012244250598836166
0491,0.02458302020135519,0.02939793020004525,0.0013246963722048793,0.007064714128218333,0.0004634357818862086
0492,0.008471025815843945,0.007414403674594668,-0.03230133336825677,0.020258373216032056,0.0036808351353056034
0493,-0.02315935082471939,0.007504347168370644,-0.019891106327653504,-0.0016171048087208978,-0.005297010263403626
0494,-0.02340804786230587,0.03170659924509591,-0.005615554070565382,-0.013992039469488167,-0.003406284486381187
0495,0.002131975312443003,0.011277359997577204,0.030473446078423266,-0.0053190823003427465,0.03391487182443435
0496,-0.031240399472806265,-0.005158658660663015,0.01756695437937389,0.009863170171198261,0.029589862605611632
0497,-0.017013401290133342,-0.015977638004056167,-0.004899758662794381,0.02265941643133089,0.02006240414396168
0498,0.011802746229321629,-0.00995286034145187,0.0070082723962571255,0.019610665493834497,-0.020008490921123605
0499,0.018570743620395003,0.013130252247620587,-0.026315462811854543,0.007079077773281274,0.0034305805171597624
0500,0.013138148142825346,0.03828075026952576,-0.014991525280294562,0.0031556595512449125,-0.006237801468368276
0501,0.025387056895909935,0.0029052905134834893,-0.024581686611111386,-0.007598537247449432,-0.03398528170875167
0502,0.014262545853837771,0.011646066835985869,-0.00890097458646566,-0.010739753790374194,-0.04146726461593465
