era,numerai_corr,spearman,n
1147,0.028185087792247033,0.026344461113723346,6373
1148,0.03871160852330766,0.02558514306352912,6310
1149,0.036801668580099915,0.027096551965438784,6168
1150,0.016409982243605622,0.019477723500946953,6135
1151,0.008649780020994214,0.008306820455778926,6057
1152,0.029598203921576933,0.02475443206151324,6119
1153,0.01654803466283175,0.019201990825092104,6139
1154,0.04072913278475368,0.03386943087509184,6155
1155,0.0605342628042425,0.052229020378275155,6208
1156,0.03376230982313909,0.03654880060357768,6298
1157,0.049593271963863796,0.03944351273671907,6442
1158,0.0468493886714988,0.038987493099580044,6493
1159,0.03163075943313023,0.034119424911270395,6594
1160,0.017104337536081853,0.015393509921586428,6601
1161,0.02509108469842433,0.01993252564531266,6505
1162,0.02726242810311114,0.01565902293031121,6497
1163,0.04653229140019129,0.05166135785392942,6545
1164,0.044448107679211514,0.043943001408686684,6461
1165,0.019514179614194126,0.019119873771909133,6396
1166,0.006886833232560111,0.02335296050449262,6304
1167,0.009417502011195773,0.00524939423544748,6294
1168,0.0012892579254798991,-0.003499294998740776,6380
1169,0.0012238278109401514,0.0036011366390624982,6418
1170,-0.0033086698922118267,0.0011629655796001716,6455
1171,0.004257254757429972,0.005474904694258282,6554
1172,0.013835168952126152,0.021707943504852067,6571
1173,0.004693243665931381,0.005943131787744512,6608
1174,0.018004174287345156,0.017963617794230544,6669
1175,0.014831113326427193,0.0141730483957091,6729
1176,0.020630676571934264,0.013236448176355739,6706
1177,0.04010956930389285,0.025370065335139816,6697
1178,0.017702094903987848,0.007616842232802957,6587
1179,0.012804162787398009,0.009254998102270309,6613
1180,0.022319014923062337,0.02507006902723865,6611
1181,0.006591049434393015,0.0015429803728643039,6681
1182,-0.008142330916893755,0.0001186711356263298,6677
1183,-0.012731120724157639,-0.008037826260372194,6725
1184,-0.01912542478446829,-0.014921741568146905,6712
1185,0.00957635723112981,0.011171471723882505,6696
1186,0.03103831805427607,0.02156898188810195,6762
1187,0.029204780993301732,0.025911606314910966,6862
1188,0.015489036438162442,0.014482481511408915,6882
1189,0.003841608714869118,-0.002679441585407889,6915
1190,-0.005598197048867745,-0.010961281851837477,6902
1191,0.01490772005901503,0.007293010317199874,6852
1192,0.004954803096807184,0.0030187212378370975,6852
1193,0.007205148591471876,0.004852971642049346,6836
1194,0.019379874744602423,0.010102595142606401,6806
1195,0.03058324527903215,0.021352608809292795,6829
1196,0.0398488051015971,0.027482617268498915,6812
1197,0.011834918729007967,0.011887550556341508,6758
1198,-0.01647012524167422,-0.014378337173157183,6720
1199,-0.04029837621442098,-0.03012399579977548,6694
1200,-0.052417444993161186,-0.03934926270299664,6658
1201,-0.014842140690022957,-0.0136195863666568,6611
1202,-0.0032253865893897946,-0.002132643034205883,6680
1203,0.023569968646865395,0.017265637835251924,6734
1204,0.001863070901981027,-0.003998652974228638,6857
1205,-0.0027617020390469965,-0.003605773464540353,6991
1206,0.005013069824638538,-0.0022410606366330818,7023
1207,0.017470279385821973,0.027660790029066247,7127
1208,0.05059655731213631,0.055314116635036846,7126
1209,0.059224851885179355,0.05909938449922816,7146
1210,0.04343829924700659,0.03972097604584972,7186
1211,-0.0010002959973814832,0.010982428862769743,7212
1212,-0.01802371375602491,-0.007378171257676253,7231
1213,-0.00838370743119451,-0.014143778707183667,7181
1214,-0.009117937993019088,-0.017427525726038767,7060
1215,-0.016756871448465396,-0.027518191317667726,7008
1216,-0.01625662588062546,-0.015939167899818838,6979
1217,-0.01682316748839241,-0.015942684582254972,6956
1218,-0.009382938508719057,-0.017255778024974595,6961
1219,0.007277346308161362,0.00986871403283058,7001
1220,-0.0054695654153866504,0.000673832425413565,7036
1221,-0.0014744490904508578,-0.0015261854284722796,7079
1222,0.01576913915347853,0.009371224535954159,7105
1223,0.030934965473448626,0.03133661434736256,7102
1224,0.033963085642034554,0.033553996055792255,7061
1225,0.06880939545137141,0.06585755118941516,7076
